member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M018451,Silver,Hibernating,0.9479661,19 visits on record (+13 points of risk),89 days since last visit (+11 points of risk),a member for 260 days (+10 points of risk),Bounce-back free drink + one-question why-survey,4785.73
M016082,Bronze,Hibernating,0.9718778,62 days since last visit (+24 points of risk),28 visits on record (+12 points of risk),typical gap between visits is now 2.0x longer than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,4784.75
M015703,Bronze,Champions,0.98996234,visits roughly every 3 days (+18 points of risk),30 days since last visit (+10 points of risk),30 visits on record (+10 points of risk),"VIP perks, early access to new drinks, referral ask",4783.91
M015409,Silver,Hibernating,0.9728789,76 days since last visit (+20 points of risk),visits roughly every 12 days (+12 points of risk),21 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,4781.77
M009606,Silver,Hibernating,0.99097365,typical gap between visits is now 4.1x longer than their own usual pattern (+21 points of risk),21 visits on record (+13 points of risk),a member for 395 days (+8 points of risk),Bounce-back free drink + one-question why-survey,4780.6900000000005
M016969,Gold,Loyal,0.8985385,20 visits on record (+14 points of risk),32 days since last visit (+12 points of risk),visits roughly every 7 days (+8 points of risk),"Tier-up nudge, personalized bundle",4768.54
M003391,Silver,Champions,0.97359437,visits roughly every 2 days (+28 points of risk),visits down 80% in the last 30 days vs. the 30 before (+12 points of risk),26 days since last visit (+9 points of risk),"VIP perks, early access to new drinks, referral ask",4762.05
M013830,Bronze,Hibernating,0.9786587,81 days since last visit (+17 points of risk),visits roughly every 11 days (+11 points of risk),22 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,4747.64
M016873,Bronze,Champions,0.9895635,typical gap between visits is now 4.8x longer than their own usual pattern (+28 points of risk),32 visits on record (+9 points of risk),visits roughly every 12 days (+9 points of risk),"VIP perks, early access to new drinks, referral ask",4736.52
M008451,Bronze,Hibernating,0.9773318,66 days since last visit (+23 points of risk),visiting 78% less often than their own usual pattern (+10 points of risk),29 visits on record (+8 points of risk),Bounce-back free drink + one-question why-survey,4734.71
M012487,Bronze,Loyal,0.7979057,visits roughly every 3 days (+31 points of risk),visits down 77% in the last 30 days vs. the 30 before (+16 points of risk),25 days since last visit (+9 points of risk),"Tier-up nudge, personalized bundle",4726.43
M008527,Silver,Loyal,0.8766695,visits roughly every 9 days (+14 points of risk),14 visits on record (+13 points of risk),31 days since last visit (+10 points of risk),"Tier-up nudge, personalized bundle",4724.61
M018884,Silver,Loyal,0.7933933,visits roughly every 3 days (+22 points of risk),23 visits on record (+14 points of risk),visits down 46% in the last 30 days vs. the 30 before (+9 points of risk),"Tier-up nudge, personalized bundle",4686.48
M011791,Bronze,Loyal,0.8997543,visiting 59% less often than their own usual pattern (+17 points of risk),22 visits on record (+14 points of risk),a member for 203 days (+8 points of risk),"Tier-up nudge, personalized bundle",4684.13
M018709,Bronze,Hibernating,0.98196435,71 days since last visit (+20 points of risk),21 visits on record (+11 points of risk),a member for 261 days (+8 points of risk),Bounce-back free drink + one-question why-survey,4668.49
M009313,Bronze,Champions,0.79826623,typical gap between visits is now 2.5x longer than their own usual pattern (+17 points of risk),26 visits on record (+15 points of risk),a member for 262 days (+10 points of risk),"VIP perks, early access to new drinks, referral ask",4658.28
M008130,Bronze,Loyal,0.9187256,visits roughly every 10 days (+14 points of risk),20 visits on record (+12 points of risk),visiting 35% less often than their own usual pattern (+8 points of risk),"Tier-up nudge, personalized bundle",4657.4
M004874,Bronze,Hibernating,0.9721982,80 days since last visit (+20 points of risk),26 visits on record (+11 points of risk),visiting 82% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,4650.95
M003795,Silver,Loyal,0.8698646,23 visits on record (+16 points of risk),visits roughly every 12 days (+15 points of risk),35 days since last visit (+8 points of risk),"Tier-up nudge, personalized bundle",4649.15
M001365,Bronze,Champions,0.9918705,typical gap between visits is now 8.2x longer than their own usual pattern (+26 points of risk),32 days since last visit (+11 points of risk),visits roughly every 10 days (+9 points of risk),"VIP perks, early access to new drinks, referral ask",4643.83
M015442,Gold,Loyal,0.8475435,18 visits on record (+12 points of risk),visits down 60% in the last 30 days vs. the 30 before (+11 points of risk),22 days since last visit (+9 points of risk),"Tier-up nudge, personalized bundle",4614.24
M007604,Silver,Hibernating,0.97738737,61 days since last visit (+17 points of risk),17 visits on record (+12 points of risk),visits roughly every 12 days (+11 points of risk),Bounce-back free drink + one-question why-survey,4569.31
M018533,Bronze,Hibernating,0.98478276,63 days since last visit (+15 points of risk),23 visits on record (+12 points of risk),typical gap between visits is now 2.6x longer than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,4567.88
M004688,Silver,Loyal,0.9472346,visits roughly every 13 days (+16 points of risk),17 visits on record (+13 points of risk),33 days since last visit (+7 points of risk),"Tier-up nudge, personalized bundle",4562.92
M001713,Bronze,Champions,0.9537076,visits roughly every 2 days (+24 points of risk),26 visits on record (+12 points of risk),visits down 71% in the last 30 days vs. the 30 before (+11 points of risk),"VIP perks, early access to new drinks, referral ask",4560.12
M010611,Silver,Hibernating,0.9805304,69 days since last visit (+19 points of risk),visits roughly every 2 days (+16 points of risk),27 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,4555.64
M006636,Silver,Loyal,0.9787274,typical gap between visits is now 4.5x longer than their own usual pattern (+22 points of risk),19 visits on record (+13 points of risk),34 days since last visit (+8 points of risk),"Tier-up nudge, personalized bundle",4552.69
M011072,Silver,Hibernating,0.92332417,85 days since last visit (+25 points of risk),23 visits on record (+11 points of risk),a member for 293 days (+9 points of risk),Bounce-back free drink + one-question why-survey,4537.1
M018004,Silver,Hibernating,0.99092215,typical gap between visits is now 5.7x longer than their own usual pattern (+20 points of risk),23 visits on record (+13 points of risk),43 days since last visit (+11 points of risk),Bounce-back free drink + one-question why-survey,4530.24
M005255,Bronze,Hibernating,0.97270185,45 days since last visit (+14 points of risk),27 visits on record (+12 points of risk),visits roughly every 10 days (+11 points of risk),Bounce-back free drink + one-question why-survey,4527.24
M003484,Silver,Loyal,0.85829955,typical gap between visits is now 2.1x longer than their own usual pattern (+16 points of risk),23 visits on record (+13 points of risk),a member for 196 days (+8 points of risk),"Tier-up nudge, personalized bundle",4522.8
M010438,Bronze,Hibernating,0.9689306,82 days since last visit (+23 points of risk),19 visits on record (+13 points of risk),visiting 60% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,4513.73
M017957,Silver,Loyal,0.9408317,39 days since last visit (+15 points of risk),26 visits on record (+12 points of risk),a member for 252 days (+8 points of risk),"Tier-up nudge, personalized bundle",4498.93
M000815,Silver,Loyal,0.88527775,visiting 73% less often than their own usual pattern (+17 points of risk),20 visits on record (+14 points of risk),a member for 183 days (+8 points of risk),"Tier-up nudge, personalized bundle",4498.38
M009320,Silver,Hibernating,0.98914576,80 days since last visit (+16 points of risk),18 visits on record (+11 points of risk),typical gap between visits is now 3.0x longer than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,4494.64
M000137,Bronze,Hibernating,0.8571323,visits roughly every 14 days (+19 points of risk),45 days since last visit (+18 points of risk),visits down 67% in the last 30 days vs. the 30 before (+6 points of risk),Bounce-back free drink + one-question why-survey,4485.17
M000164,Bronze,Hibernating,0.9679967,67 days since last visit (+23 points of risk),25 visits on record (+13 points of risk),visiting 64% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,4466.86
M006403,Gold,Hibernating,0.959117,78 days since last visit (+20 points of risk),19 visits on record (+12 points of risk),visits roughly every 10 days (+10 points of risk),Bounce-back free drink + one-question why-survey,4464.3
M012940,Bronze,Loyal,0.99047965,visits roughly every 3 days (+18 points of risk),25 visits on record (+10 points of risk),29 days since last visit (+8 points of risk),"Tier-up nudge, personalized bundle",4459.0
M009176,Bronze,Hibernating,0.9658034,85 days since last visit (+21 points of risk),25 visits on record (+12 points of risk),visiting 59% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,4432.27
M012689,Bronze,Hibernating,0.9695905,80 days since last visit (+19 points of risk),24 visits on record (+11 points of risk),a member for 292 days (+9 points of risk),Bounce-back free drink + one-question why-survey,4411.79
M011707,Silver,Loyal,0.865881,15 visits on record (+15 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+13 points of risk),visits roughly every 9 days (+8 points of risk),"Tier-up nudge, personalized bundle",4390.4
